RC_Chapter,RC_Region,RC_Division,Year,Total_Counties,Total_Households,Poverty_Households,ALICE_Households,Above_ALICE_Households,Poverty_Rate_Pct,ALICE_Rate_Pct,Combined_Rate_Pct
ARC of Northeast Florida,North and Central Florida Region,Southeast and Caribbean Division,2023,7,778090,96344,220815,460931,12.38,28.38,40.76
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2010,21,360529,56307,102807,201415,15.62,28.52,44.13
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2012,21,363809,59270,108671,195868,16.29,29.87,46.16
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2014,21,378192,60305,112295,205592,15.95,29.69,45.64
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2016,21,390110,57980,117591,214539,14.86,30.14,45.01
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2018,21,409271,54809,125958,228504,13.39,30.78,44.17
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2019,21,416666,53677,128040,234949,12.88,30.73,43.61
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2021,21,435686,54007,128069,253610,12.4,29.39,41.79
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2022,21,444460,53597,135182,255681,12.06,30.41,42.47
ARC of Northeast Georgia,Georgia Region,Southeast and Caribbean Division,2023,21,458595,57386,133988,267221,12.51,29.22,41.73
ARC of Northeast Indiana,Indiana Region,North Central Division,2010,24,507679,62809,120662,324208,12.37,23.77,36.14
ARC of Northeast Indiana,Indiana Region,North Central Division,2012,24,507709,66600,112858,328251,13.12,22.23,35.35
ARC of Northeast Indiana,Indiana Region,North Central Division,2014,24,506952,69808,120371,316773,13.77,23.74,37.51
ARC of Northeast Indiana,Indiana Region,North Central Division,2016,24,513934,65972,123802,324160,12.84,24.09,36.93
ARC of Northeast Indiana,Indiana Region,North Central Division,2018,24,525194,60706,117835,346653,11.56,22.44,34.0
ARC of Northeast Indiana,Indiana Region,North Central Division,2019,24,523547,55236,122502,345809,10.55,23.4,33.95
ARC of Northeast Indiana,Indiana Region,North Central Division,2021,24,531759,62040,133698,336021,11.67,25.14,36.81
ARC of Northeast Indiana,Indiana Region,North Central Division,2022,24,533833,57326,143713,332794,10.74,26.92,37.66
ARC of Northeast Indiana,Indiana Region,North Central Division,2023,24,542560,63895,142805,335860,11.78,26.32,38.1
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2010,4,696348,104170,179056,413122,14.96,25.71,40.67
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2012,4,697583,116635,174393,406555,16.72,25.0,41.72
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2014,4,704752,116006,162708,426038,16.46,23.09,39.55
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2016,4,704927,114717,166809,423401,16.27,23.66,39.94
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2018,4,709429,111988,167126,430315,15.79,23.56,39.34
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2019,4,721226,104870,165977,450379,14.54,23.01,37.55
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2021,4,732726,106250,185419,441057,14.5,25.31,39.81
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2022,4,730124,112391,184510,433223,15.39,25.27,40.66
ARC of Northeast Ohio,Northern Ohio Region,Central Atlantic Division,2023,4,727932,105066,191171,431695,14.43,26.26,40.7
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2010,14,297238,58945,84696,153597,19.83,28.49,48.33
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2012,14,299690,57711,90938,151041,19.26,30.34,49.6
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2014,14,300045,57241,97125,145679,19.08,32.37,51.45
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2016,14,294679,54146,91873,148660,18.37,31.18,49.55
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2018,14,298107,55769,94469,147869,18.71,31.69,50.4
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2019,14,305128,53377,90421,161330,17.49,29.63,47.13
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2021,14,307152,50563,89786,166803,16.46,29.23,45.69
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2022,14,309915,50252,95688,163975,16.21,30.88,47.09
ARC of Northeast Tennessee,Tennessee Region,Southeast and Caribbean Division,2023,14,312549,50090,99480,162979,16.03,31.83,47.85
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2010,16,503357,51802,107448,344107,10.29,21.35,31.64
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2012,16,499688,56491,100930,342267,11.31,20.2,31.5
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2014,16,506575,54830,110242,341503,10.82,21.76,32.59
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2016,16,513073,49634,108931,354508,9.67,21.23,30.9
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2018,16,518147,51185,123091,343871,9.88,23.76,33.63
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2019,16,524902,47856,116837,360209,9.12,22.26,31.38
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2021,16,533733,53588,120338,359807,10.04,22.55,32.59
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2022,16,540644,54657,128345,357642,10.11,23.74,33.85
ARC of Northeast Wisconsin,Wisconsin Region,North Central Division,2023,16,540784,53369,127315,360100,9.87,23.54,33.41
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2010,13,513706,60375,136609,316722,11.75,26.59,38.35
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2012,13,507949,58681,134854,314414,11.55,26.55,38.1
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2014,13,508183,61404,142325,304454,12.08,28.01,40.09
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2016,13,504259,57979,139580,306700,11.5,27.68,39.18
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2018,13,514318,55085,143557,315676,10.71,27.91,38.62
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2019,13,525922,57839,145705,322378,11.0,27.7,38.7
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2021,13,541861,65074,142994,333793,12.01,26.39,38.4
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2022,13,544082,66508,148354,329220,12.22,27.27,39.49
ARC of Northeastern New York,Eastern New York Region,Northeast Division,2023,13,555054,64999,153430,336625,11.71,27.64,39.35
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2010,12,455638,61378,113655,280605,13.47,24.94,38.41
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2012,12,455218,61481,119242,274495,13.51,26.19,39.7
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2014,12,445679,62982,121337,261360,14.13,27.23,41.36
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2016,12,448405,57732,122187,268486,12.87,27.25,40.12
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2018,12,451851,59009,124382,268460,13.06,27.53,40.59
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2019,12,456697,59403,124281,273013,13.01,27.21,40.22
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2021,12,472642,58719,133776,280147,12.42,28.3,40.73
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2022,12,468188,65408,138804,263976,13.97,29.65,43.62
ARC of Northeastern Pennsylvania,Greater Pennsylvania Region,Northeast Division,2023,12,475964,67649,150920,257395,14.21,31.71,45.92
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2010,11,240095,32241,50323,157531,13.43,20.96,34.39
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2012,11,249156,32388,58542,158226,13.0,23.5,36.5
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2014,11,254241,28049,66775,159417,11.03,26.26,37.3
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2016,11,266026,30545,68824,166657,11.48,25.87,37.35
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2018,11,280284,29626,60427,190231,10.57,21.56,32.13
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2019,11,291324,30023,70281,191020,10.31,24.12,34.43
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2021,11,304245,33530,72862,197853,11.02,23.95,34.97
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2022,11,311506,34637,78304,198565,11.12,25.14,36.26
ARC of Northern Colorado,Colorado and Wyoming Region,Southwest and Rocky Mountain Division,2023,11,319257,32373,88887,197997,10.14,27.84,37.98
ARC of Northern Michigan,Michigan Region,North Central Division,2010,28,272017,39099,70160,162758,14.37,25.79,40.17
ARC of Northern Michigan,Michigan Region,North Central Division,2012,28,271131,41204,75065,154862,15.2,27.69,42.88
ARC of Northern Michigan,Michigan Region,North Central Division,2014,28,271629,39785,77689,154155,14.65,28.6,43.25
ARC of Northern Michigan,Michigan Region,North Central Division,2016,28,271786,37817,74468,159501,13.91,27.4,41.31
ARC of Northern Michigan,Michigan Region,North Central Division,2018,28,272012,36920,75412,159680,13.57,27.72,41.3
ARC of Northern Michigan,Michigan Region,North Central Division,2019,28,274833,35602,73165,166066,12.95,26.62,39.58
ARC of Northern Michigan,Michigan Region,North Central Division,2021,28,274826,34737,81638,158451,12.64,29.71,42.34
ARC of Northern Michigan,Michigan Region,North Central Division,2022,28,280856,36510,81328,163018,13.0,28.96,41.96
ARC of Northern Michigan,Michigan Region,North Central Division,2023,28,287697,35787,79789,172121,12.44,27.73,40.17
